id,bairro,quartos,preco_noite,avaliacao,ocupacao_pct
54935,Ipanema,2,1045,4.2,67.02
54936,Copacabana,5,1894,4.43,40.01
54937,Leblon,2,1791,3.57,90.89
54938,Ipanema,2,776,3.65,75.41
54939,Botafogo,4,1853,3.18,21.31
54940,Flamengo,4,543,4.25,71.42
54941,Barra da Tijuca,3,1217,3.62,37.6
54942,Ipanema,1,270,2.68,63.62
54943,Flamengo,4,1074,2.96,81.17
54944,Copacabana,1,1018,4.72,62.22
54945,Leblon,2,1628,3.59,70.44
54946,Copacabana,4,1065,4.73,74.39
54947,Leblon,3,1858,4.64,86.09
54948,Flamengo,2,1251,4.27,83.09
54949,Ipanema,5,456,2.67,24.32
54950,Botafogo,4,468,4.12,91.9
54951,Botafogo,1,791,3.09,29.67
54952,Copacabana,3,1589,4.22,20.64
54953,Flamengo,3,1833,2.68,85.99
54954,Leblon,3,1382,4.74,56.68
54955,Ipanema,2,210,4.15,81.93
54956,Barra da Tijuca,2,144,4.58,28.0
54957,Leblon,4,1391,3.04,81.03
54958,Leblon,1,539,3.44,68.16
54959,Leblon,5,1942,3.21,36.24
54960,Flamengo,2,263,3.68,74.85
54961,Ipanema,3,1740,3.0,27.84
54962,Flamengo,3,181,4.64,34.41
54963,Barra da Tijuca,1,560,3.28,72.68
54964,Leblon,5,922,3.34,32.64
54965,Barra da Tijuca,4,440,3.65,75.34
54966,Barra da Tijuca,4,1561,4.41,97.29
54967,Flamengo,2,396,4.13,79.2
54968,Botafogo,5,1774,3.3,87.47
54969,Copacabana,2,1284,4.13,21.85
54970,Lapa,2,1296,2.59,41.73
54971,Leblon,1,1883,4.07,21.09
54972,Barra da Tijuca,4,1662,3.07,28.52
54973,Botafogo,3,1846,2.95,78.23
54974,Flamengo,1,1454,3.54,85.02
54975,Barra da Tijuca,1,1820,3.19,48.96
54976,Botafogo,3,900,3.23,24.81
54977,Copacabana,5,1308,4.33,37.21
54978,Copacabana,3,298,3.83,63.24
54979,Lapa,3,1234,4.18,56.91
54980,Lapa,3,1914,4.04,61.0
54981,Barra da Tijuca,3,805,2.78,78.52
54982,Lapa,4,1160,2.78,40.52
54983,Ipanema,4,1035,3.48,81.86
54984,Ipanema,1,564,2.95,56.75
54985,Botafogo,1,669,2.57,80.26
54986,Flamengo,5,1961,3.55,41.17
54987,Copacabana,3,1098,4.81,92.13
54988,Leblon,5,545,2.64,68.35
54989,Copacabana,5,1849,2.82,73.26
54990,Ipanema,5,1281,3.3,98.37
54991,Botafogo,5,1031,3.98,64.82
54992,Leblon,4,1031,3.11,60.12
54993,Lapa,3,1966,4.35,91.48
54994,Lapa,1,548,4.54,40.93
54995,Ipanema,2,1860,3.95,75.75
54996,Botafogo,4,1598,3.01,92.1
54997,Barra da Tijuca,5,714,3.73,40.71
54998,Flamengo,2,913,2.91,87.29
54999,Copacabana,3,1674,3.93,85.82
55000,Ipanema,3,211,2.69,71.32
55001,Flamengo,5,1011,2.77,66.74
55002,Flamengo,4,992,2.61,87.86
55003,Copacabana,2,308,4.92,47.22
55004,Leblon,5,574,3.48,83.04
55005,Copacabana,2,1975,4.33,69.68
55006,Leblon,4,650,4.91,72.2
55007,Flamengo,1,260,3.09,95.25
55008,Botafogo,2,1005,3.22,41.36
55009,Ipanema,3,1930,4.74,97.04
55010,Copacabana,2,1513,3.33,49.22
55011,Botafogo,2,1313,4.56,88.66
55012,Botafogo,3,518,2.85,98.69
55013,Copacabana,3,958,4.8,31.16
55014,Lapa,2,872,2.63,69.18
55015,Flamengo,2,1264,2.63,43.99
55016,Lapa,2,500,4.22,30.4
55017,Leblon,4,590,3.81,78.95
55018,Botafogo,3,1437,3.67,29.83
55019,Ipanema,5,1018,4.47,82.55
55020,Ipanema,3,1971,2.95,31.93
55021,Botafogo,4,1198,4.54,70.17
55022,Lapa,2,1825,2.64,79.02
55023,Flamengo,2,396,3.17,80.16
55024,Botafogo,4,1066,2.96,68.12
55025,Barra da Tijuca,1,468,4.26,30.19
55026,Leblon,4,983,4.59,74.02
55027,Botafogo,2,398,3.96,47.42
55028,Copacabana,3,1704,3.82,86.6
55029,Lapa,3,1353,4.93,70.57
55030,Copacabana,3,1797,4.44,69.26
55031,Copacabana,1,1032,3.48,46.54
55032,Botafogo,5,620,4.09,93.34
55033,Flamengo,5,1982,4.23,25.87
55034,Botafogo,2,1811,2.55,96.15
55035,Flamengo,3,1971,3.76,76.01
55036,Ipanema,3,1532,3.91,21.15
55037,Flamengo,3,778,4.12,65.86
55038,Copacabana,3,892,3.43,63.28
55039,Botafogo,4,668,4.27,63.11
55040,Ipanema,2,1725,4.23,30.67
55041,Barra da Tijuca,4,1530,2.65,98.65
55042,Copacabana,1,1477,2.76,99.08
55043,Ipanema,2,931,4.38,25.49
55044,Lapa,3,475,2.66,51.08
55045,Leblon,3,426,3.06,80.97
55046,Copacabana,4,1178,3.48,68.49
55047,Botafogo,5,1517,3.82,93.5
55048,Flamengo,4,1378,4.33,42.29
55049,Lapa,5,1699,2.96,43.59
55050,Barra da Tijuca,2,1684,4.9,96.14
55051,Ipanema,2,147,4.45,40.27
55052,Leblon,2,1973,3.61,41.9
55053,Flamengo,1,113,3.89,35.88
55054,Copacabana,2,1537,4.46,63.28
55055,Leblon,4,450,3.26,79.23
55056,Lapa,4,547,4.91,46.07
55057,Leblon,5,671,3.59,74.03
55058,Copacabana,2,1363,3.91,76.42
55059,Lapa,5,1653,4.27,26.37
55060,Ipanema,4,1133,2.92,35.01
55061,Copacabana,3,1951,3.87,62.74
55062,Leblon,2,354,3.82,82.77
55063,Copacabana,1,294,2.93,23.26
55064,Lapa,1,871,2.79,41.84
55065,Leblon,3,1067,3.28,45.74
55066,Ipanema,5,1611,2.84,76.09
55067,Barra da Tijuca,5,408,4.6,77.01
55068,Barra da Tijuca,5,139,2.56,25.36
55069,Flamengo,2,997,3.42,99.1
55070,Botafogo,5,1186,4.68,53.96
55071,Ipanema,1,1669,4.43,94.23
55072,Copacabana,1,808,4.21,20.63
55073,Botafogo,1,1817,3.28,52.22
55074,Flamengo,5,1322,3.97,39.96
55075,Flamengo,2,859,3.09,36.16
55076,Lapa,1,283,4.87,24.02
55077,Flamengo,4,1753,3.49,64.72
55078,Barra da Tijuca,1,1571,4.04,62.36
55079,Leblon,2,1456,4.43,25.32
55080,Leblon,1,1078,2.69,91.92
55081,Lapa,3,1901,4.33,87.43
55082,Flamengo,3,257,3.22,31.93
55083,Copacabana,3,752,2.76,46.98
55084,Ipanema,1,755,3.07,73.74
55085,Barra da Tijuca,2,885,3.47,77.12
55086,Botafogo,5,1085,3.11,99.16
55087,Lapa,2,1999,4.53,52.64
55088,Flamengo,4,936,4.14,80.02
55089,Copacabana,4,844,3.39,42.23
55090,Copacabana,2,763,3.36,55.18
55091,Botafogo,1,245,3.16,42.38
55092,Lapa,3,1860,3.01,99.64
55093,Ipanema,3,1228,3.77,45.74
55094,Barra da Tijuca,5,138,3.67,99.42
55095,Ipanema,1,1755,3.56,71.03
55096,Lapa,5,1117,3.32,87.18
55097,Leblon,2,327,2.93,45.32
55098,Barra da Tijuca,5,1134,3.37,74.02
55099,Flamengo,4,1707,3.09,24.89
55100,Ipanema,5,645,4.74,89.14
55101,Leblon,3,1502,4.95,31.02
55102,Lapa,4,1875,4.62,51.92
55103,Flamengo,3,1204,2.68,78.95
55104,Copacabana,2,1911,2.54,40.14
55105,Lapa,5,302,3.45,52.68
55106,Copacabana,5,444,2.94,26.86
55107,Lapa,5,201,4.96,27.21
55108,Barra da Tijuca,1,671,3.5,76.76
55109,Leblon,1,1119,2.61,98.67
55110,Flamengo,4,641,4.86,83.52
55111,Leblon,3,1942,4.92,77.83
55112,Flamengo,2,983,4.05,91.09
55113,Barra da Tijuca,1,723,2.77,51.05
55114,Lapa,3,1508,3.88,67.5
55115,Copacabana,5,1258,3.08,38.31
55116,Lapa,5,958,3.0,84.01
55117,Copacabana,3,354,4.58,87.07
55118,Leblon,5,1731,2.61,36.3
55119,Botafogo,1,617,4.6,90.9
55120,Ipanema,2,118,2.52,48.34
55121,Leblon,1,1413,4.92,78.63
55122,Lapa,5,762,4.26,85.75
55123,Lapa,2,1250,2.67,45.44
55124,Copacabana,5,151,4.75,36.59
55125,Ipanema,2,1644,4.46,74.42
55126,Flamengo,4,775,2.98,53.95
55127,Leblon,5,1586,3.63,46.14
55128,Barra da Tijuca,4,900,3.8,32.24
55129,Ipanema,1,1519,4.71,65.33
55130,Ipanema,1,1022,4.11,58.53
55131,Leblon,1,1518,4.0,52.04
55132,Copacabana,5,1037,3.54,79.17
55133,Flamengo,3,1696,4.25,25.09
55134,Copacabana,4,1187,4.95,54.04
55135,Barra da Tijuca,4,1871,4.74,38.38
55136,Copacabana,4,1992,3.44,71.81
55137,Botafogo,5,1045,4.33,87.3
55138,Ipanema,4,462,3.04,88.79
55139,Botafogo,4,1129,3.08,23.74
55140,Copacabana,4,1104,3.9,59.01
55141,Flamengo,5,510,2.62,55.86
55142,Leblon,5,1670,2.65,37.9
55143,Ipanema,3,1037,3.48,36.0
55144,Leblon,4,1579,3.0,92.59
55145,Lapa,3,1768,4.7,63.27
55146,Ipanema,4,936,4.79,53.92
55147,Leblon,4,748,3.53,33.04
55148,Copacabana,1,1458,4.78,45.58
55149,Botafogo,1,566,5.0,79.49
55150,Leblon,3,110,3.82,62.05
55151,Barra da Tijuca,5,1316,4.66,61.41
55152,Flamengo,3,1231,2.72,68.89
55153,Lapa,1,435,2.64,80.76
55154,Copacabana,2,1806,2.53,73.0
55155,Barra da Tijuca,5,1161,3.21,86.8
55156,Lapa,2,545,4.98,45.94
55157,Flamengo,5,925,2.79,51.09
55158,Flamengo,1,1446,3.42,75.71
55159,Botafogo,2,961,4.04,54.68
55160,Lapa,2,649,4.25,27.82
55161,Flamengo,4,477,2.93,43.83
55162,Leblon,2,1075,4.79,31.32
55163,Flamengo,4,1817,4.65,42.33
55164,Flamengo,1,204,2.7,34.41
55165,Leblon,2,355,2.75,63.93
55166,Copacabana,4,877,2.57,74.88
55167,Botafogo,2,945,4.94,69.91
55168,Botafogo,1,1906,4.47,65.42
55169,Ipanema,2,926,4.93,86.6
55170,Barra da Tijuca,2,351,3.79,48.31
55171,Ipanema,3,819,4.85,83.96
55172,Leblon,3,1935,2.71,47.53
55173,Flamengo,4,1854,3.25,89.62
55174,Lapa,2,1237,4.53,60.68
55175,Flamengo,2,815,3.01,63.0
55176,Flamengo,2,414,3.21,59.87
55177,Lapa,2,954,2.73,92.44
55178,Copacabana,3,432,3.15,27.48
55179,Botafogo,2,792,4.48,43.52
55180,Leblon,4,1892,2.54,20.63
55181,Lapa,2,622,4.34,94.49
55182,Ipanema,3,1456,3.44,87.07
55183,Leblon,4,1068,3.88,49.95
55184,Copacabana,3,594,4.88,95.98
55185,Leblon,4,507,4.86,68.62
55186,Lapa,4,929,3.2,21.84
55187,Barra da Tijuca,2,550,3.65,56.71
55188,Copacabana,5,1152,4.92,55.17
55189,Flamengo,3,744,3.71,68.62
55190,Ipanema,4,1424,3.3,90.64
55191,Ipanema,4,280,3.56,96.58
55192,Lapa,3,1274,2.62,95.79
55193,Copacabana,3,1507,4.11,56.48
55194,Ipanema,1,1012,4.13,44.59
55195,Copacabana,3,338,3.91,65.28
55196,Leblon,5,755,2.64,26.68
55197,Barra da Tijuca,5,1661,3.15,55.23
55198,Botafogo,5,1008,4.86,62.52
55199,Botafogo,1,490,3.79,59.63
55200,Botafogo,1,766,3.84,64.37
55201,Ipanema,1,210,3.88,32.21
55202,Lapa,4,665,4.15,85.71
55203,Botafogo,2,1932,4.56,65.27
55204,Flamengo,1,1626,3.53,31.77
55205,Barra da Tijuca,2,397,3.11,77.45
55206,Lapa,2,1110,2.64,52.63
55207,Barra da Tijuca,2,1542,4.1,74.92
55208,Botafogo,5,356,3.32,30.22
55209,Leblon,1,1006,4.42,49.17
55210,Barra da Tijuca,3,1155,3.86,40.16
55211,Botafogo,3,477,4.15,82.08
55212,Lapa,5,613,4.52,58.64
55213,Ipanema,4,1805,2.54,89.13
55214,Barra da Tijuca,4,1380,3.9,64.97
55215,Flamengo,1,1612,4.06,77.55
55216,Leblon,3,354,2.65,44.93
55217,Lapa,2,1224,3.81,56.94
55218,Copacabana,1,829,4.47,37.57
55219,Botafogo,4,1533,2.93,43.21
55220,Leblon,1,1726,3.94,80.57
55221,Ipanema,3,952,3.88,88.36
55222,Barra da Tijuca,2,1991,3.61,52.95
55223,Copacabana,2,1296,4.98,51.46
55224,Barra da Tijuca,4,785,3.68,51.6
55225,Botafogo,4,1818,4.96,40.23
55226,Leblon,5,885,3.21,76.37
55227,Flamengo,3,1304,4.23,39.87
55228,Lapa,4,1477,3.57,57.07
55229,Barra da Tijuca,3,1786,3.21,73.1
55230,Botafogo,5,1679,3.43,31.29
55231,Leblon,1,1830,3.18,95.08
55232,Botafogo,5,738,4.1,82.08
55233,Flamengo,3,1612,3.59,79.19
55234,Leblon,4,1558,3.81,74.54
55235,Lapa,5,1343,3.33,29.07
55236,Botafogo,2,418,3.71,21.93
55237,Barra da Tijuca,3,1333,3.08,70.97
55238,Leblon,4,383,3.87,54.64
55239,Barra da Tijuca,1,1671,3.66,31.17
55240,Copacabana,4,359,2.64,73.37
55241,Ipanema,3,122,3.88,62.55
55242,Flamengo,2,413,3.84,21.36
55243,Leblon,4,1198,4.98,31.76
55244,Barra da Tijuca,4,771,3.33,88.36
55245,Leblon,3,245,4.47,55.7
55246,Leblon,3,1209,3.36,42.91
55247,Botafogo,2,1580,3.57,87.07
55248,Flamengo,4,759,3.13,98.6
55249,Ipanema,2,788,4.84,75.74
55250,Flamengo,3,1505,2.77,34.22
55251,Botafogo,2,673,3.48,80.24
55252,Barra da Tijuca,3,667,3.78,30.68
55253,Leblon,1,1993,3.43,86.09
55254,Flamengo,2,1913,4.34,83.67
55255,Leblon,4,129,4.65,70.32
55256,Ipanema,4,300,3.18,49.35
55257,Copacabana,4,1175,4.58,41.84
55258,Botafogo,4,418,2.78,94.09
55259,Copacabana,1,1171,3.52,81.59
55260,Flamengo,4,1865,4.64,20.03
55261,Leblon,2,1482,4.76,51.24
55262,Barra da Tijuca,3,1368,3.94,62.82
55263,Barra da Tijuca,3,736,2.68,46.41
55264,Leblon,3,341,2.66,59.75
55265,Lapa,3,1933,3.25,96.4
55266,Lapa,2,636,3.81,74.89
55267,Copacabana,4,1499,4.64,76.02
55268,Lapa,5,230,3.77,75.1
55269,Barra da Tijuca,4,104,3.4,73.4
55270,Flamengo,5,838,4.75,28.06
55271,Ipanema,1,513,4.16,81.98
55272,Flamengo,3,1284,4.8,30.12
55273,Copacabana,1,570,3.68,75.28
55274,Flamengo,3,1368,3.32,24.63
55275,Lapa,5,1421,2.54,99.25
55276,Lapa,3,771,4.89,99.48
55277,Ipanema,3,455,4.59,71.65
55278,Flamengo,4,1081,4.23,33.61
55279,Ipanema,4,898,2.53,56.45
55280,Barra da Tijuca,4,1150,4.73,48.78
55281,Copacabana,1,1736,4.65,24.17
55282,Botafogo,2,944,2.95,93.69
55283,Flamengo,5,593,4.1,85.94
55284,Barra da Tijuca,1,1440,3.16,42.36
55285,Barra da Tijuca,4,1650,4.63,47.62
55286,Flamengo,4,671,4.83,63.51
55287,Ipanema,2,1723,4.07,30.81
55288,Lapa,1,1279,4.39,20.41
55289,Copacabana,4,456,4.53,32.1
55290,Botafogo,3,1220,4.35,54.99
55291,Flamengo,5,1190,4.01,58.5
55292,Copacabana,1,1288,3.99,39.59
55293,Lapa,3,1129,4.41,92.05
55294,Botafogo,1,1445,2.92,55.94
55295,Botafogo,1,597,4.58,98.61
55296,Barra da Tijuca,4,268,3.47,99.93
55297,Ipanema,2,1670,4.03,76.69
55298,Leblon,3,996,2.53,69.27
55299,Lapa,4,762,4.9,51.37
55300,Leblon,5,1117,3.94,21.33
55301,Lapa,4,1729,4.62,98.16
55302,Copacabana,1,1605,3.33,70.88
55303,Leblon,3,287,4.72,70.31
55304,Barra da Tijuca,5,266,4.37,29.18
55305,Flamengo,4,1733,4.79,96.28
55306,Barra da Tijuca,1,836,4.14,25.91
55307,Barra da Tijuca,5,1491,4.57,39.1
55308,Flamengo,1,1331,4.27,37.85
55309,Flamengo,4,512,3.57,79.76
55310,Botafogo,4,1326,4.82,21.41
55311,Ipanema,1,492,4.8,25.48
55312,Barra da Tijuca,3,1206,4.99,73.06
55313,Lapa,3,607,4.44,54.39
55314,Ipanema,2,778,2.79,80.29
55315,Lapa,4,1842,4.26,34.65
55316,Flamengo,3,1641,3.41,82.14
55317,Botafogo,1,1048,3.71,61.61
55318,Botafogo,3,727,4.2,54.88
55319,Botafogo,5,522,3.34,81.94
55320,Botafogo,5,1447,4.53,62.75
55321,Barra da Tijuca,1,1428,4.46,34.9
55322,Botafogo,1,680,2.57,32.25
55323,Flamengo,4,1323,3.4,88.65
55324,Ipanema,5,1184,3.35,66.57
55325,Copacabana,3,933,4.8,23.17
55326,Leblon,2,1223,2.82,98.38
55327,Ipanema,1,1335,3.02,65.88
55328,Flamengo,5,1334,3.36,94.76
55329,Leblon,1,938,4.02,98.17
55330,Copacabana,3,1667,4.44,79.71
55331,Lapa,3,221,4.57,81.51
55332,Barra da Tijuca,5,1933,4.09,50.68
55333,Copacabana,4,216,2.92,40.61
55334,Copacabana,4,1275,4.56,47.21
55335,Flamengo,2,641,3.56,23.29
55336,Barra da Tijuca,3,735,3.65,45.59
55337,Lapa,1,981,3.93,53.79
55338,Leblon,3,1734,3.21,31.21
55339,Barra da Tijuca,5,1807,4.57,48.78
55340,Botafogo,2,939,4.81,48.5
55341,Lapa,4,538,3.11,72.91
55342,Lapa,4,136,4.01,64.07
55343,Copacabana,3,1885,3.04,43.61
55344,Lapa,4,987,2.55,40.72
55345,Barra da Tijuca,1,588,4.03,45.37
55346,Ipanema,2,1359,4.95,77.28
55347,Barra da Tijuca,3,1352,3.2,76.98
55348,Botafogo,2,680,3.86,94.71
55349,Barra da Tijuca,2,877,2.95,57.03
55350,Copacabana,3,1286,3.37,23.7
55351,Leblon,4,639,3.92,30.39
55352,Leblon,2,112,3.73,88.43
55353,Leblon,5,1568,5.0,94.37
55354,Leblon,5,1820,3.46,63.74
55355,Leblon,4,1039,4.63,41.23
55356,Copacabana,5,1999,4.98,79.93
55357,Ipanema,2,855,3.18,39.83
55358,Ipanema,5,455,5.0,44.25
55359,Leblon,1,304,4.57,64.67
55360,Ipanema,5,1611,3.42,90.3
55361,Botafogo,1,781,4.62,82.79
55362,Ipanema,5,1188,2.87,36.45
55363,Barra da Tijuca,2,1726,2.72,31.92
55364,Lapa,5,1784,4.92,91.63
55365,Leblon,5,1647,4.41,87.62
55366,Barra da Tijuca,5,940,3.32,99.25
55367,Lapa,2,170,4.43,76.45
55368,Lapa,4,425,3.22,68.76
55369,Leblon,4,841,2.61,85.0
55370,Flamengo,1,958,3.45,99.1
55371,Copacabana,5,719,3.82,44.75
55372,Flamengo,2,533,4.94,21.63
55373,Ipanema,3,120,4.35,53.2
55374,Flamengo,1,702,4.01,62.13
55375,Botafogo,3,983,3.84,30.35
55376,Flamengo,2,1566,3.3,41.7
55377,Flamengo,5,253,3.31,70.9
55378,Copacabana,4,1475,4.24,72.1
55379,Botafogo,5,247,3.68,68.56
55380,Flamengo,2,1815,3.69,26.55
55381,Leblon,2,1061,4.26,76.81
55382,Ipanema,1,689,3.75,88.26
55383,Flamengo,1,212,2.77,27.76
55384,Copacabana,2,1963,4.88,98.33
55385,Leblon,2,954,4.82,61.63
55386,Copacabana,2,956,3.91,87.31
55387,Lapa,1,1288,3.34,89.54
55388,Flamengo,1,503,3.59,63.55
55389,Ipanema,2,377,3.17,56.12
55390,Ipanema,3,669,3.27,95.19
55391,Leblon,5,654,3.59,40.1
55392,Leblon,3,1990,4.78,20.2
55393,Leblon,1,1647,4.66,29.01
55394,Ipanema,1,498,3.79,78.49
55395,Flamengo,3,1422,3.77,47.8
55396,Lapa,3,854,3.2,23.62
55397,Ipanema,4,654,4.33,59.74
55398,Leblon,3,1623,2.68,54.06
55399,Botafogo,3,1149,3.76,62.56
55400,Flamengo,4,1683,3.96,57.0
55401,Lapa,5,191,3.1,99.08
55402,Ipanema,3,1515,4.47,86.14
55403,Botafogo,3,971,4.95,23.38
55404,Flamengo,1,287,3.72,86.78
55405,Barra da Tijuca,5,602,4.4,82.34
55406,Barra da Tijuca,3,868,4.33,26.41
55407,Lapa,3,1860,4.06,38.91
55408,Barra da Tijuca,3,164,4.29,79.59
55409,Ipanema,2,1417,4.96,63.36
55410,Barra da Tijuca,2,100,3.61,36.03
55411,Flamengo,5,364,3.78,65.38
55412,Flamengo,1,162,4.02,75.65
55413,Leblon,5,690,3.01,41.26
55414,Ipanema,4,908,4.62,95.65
55415,Flamengo,3,1153,4.43,52.25
55416,Lapa,5,1072,3.13,79.7
55417,Leblon,3,1504,4.69,71.85
55418,Flamengo,5,1041,4.63,46.7
55419,Copacabana,4,274,4.32,79.24
55420,Botafogo,3,1959,4.23,66.8
55421,Flamengo,2,879,4.13,77.36
55422,Barra da Tijuca,3,1104,3.89,68.79
55423,Leblon,2,1162,4.45,65.83
55424,Leblon,1,274,4.81,97.31
55425,Lapa,2,440,3.69,85.78
55426,Flamengo,5,1221,3.27,45.98
55427,Flamengo,3,1336,2.54,83.97
55428,Lapa,3,418,3.04,92.06
55429,Botafogo,5,1545,3.16,86.4
55430,Lapa,3,1416,4.5,69.19
55431,Leblon,4,738,3.36,90.26
55432,Botafogo,3,932,4.94,68.95
55433,Barra da Tijuca,3,193,3.7,20.05
55434,Botafogo,1,557,3.77,44.98
55435,Ipanema,3,1270,3.24,58.48
55436,Leblon,3,875,4.39,47.56
55437,Leblon,4,933,3.44,64.61
55438,Lapa,2,924,3.61,92.38
55439,Leblon,2,807,4.62,61.79
55440,Flamengo,3,1734,3.44,47.85
55441,Lapa,2,1691,3.95,64.85
55442,Barra da Tijuca,1,580,4.77,64.21
55443,Leblon,1,1308,3.53,39.48
55444,Flamengo,2,211,2.74,27.05
55445,Ipanema,1,813,2.54,95.96
55446,Leblon,3,1577,3.28,49.23
55447,Ipanema,2,456,4.5,55.04
55448,Barra da Tijuca,4,1759,4.55,47.97
55449,Leblon,3,1012,2.92,94.84
55450,Leblon,3,353,4.32,22.48
55451,Copacabana,3,1442,2.86,87.02
55452,Barra da Tijuca,2,1991,3.33,28.13
55453,Flamengo,4,986,3.13,48.48
55454,Leblon,4,503,3.95,32.82
55455,Ipanema,4,1123,3.5,21.02
55456,Botafogo,2,226,4.25,36.48
55457,Ipanema,1,1052,4.26,91.66
55458,Flamengo,3,1786,2.84,70.12
55459,Leblon,3,1359,4.34,29.25
55460,Lapa,1,572,4.2,96.78
55461,Copacabana,2,1052,3.36,94.3
55462,Lapa,4,1085,4.77,94.94
55463,Copacabana,2,213,2.83,40.95
55464,Copacabana,1,1345,2.52,83.91
55465,Lapa,5,285,3.17,86.16
55466,Flamengo,5,453,4.38,22.11
55467,Leblon,1,1452,3.91,24.91
55468,Ipanema,1,1641,3.13,26.22
55469,Lapa,4,1769,3.3,90.66
55470,Botafogo,3,360,2.52,68.85
55471,Copacabana,4,1890,2.69,73.57
55472,Ipanema,3,1544,3.51,87.14
55473,Barra da Tijuca,4,1167,4.86,23.6
55474,Barra da Tijuca,2,1752,4.35,57.93
55475,Botafogo,3,1357,4.89,63.55
55476,Ipanema,4,397,3.35,95.93
55477,Leblon,1,788,2.73,72.05
55478,Botafogo,4,1917,4.28,67.29
55479,Flamengo,2,1991,4.57,26.37
55480,Flamengo,1,1874,3.63,59.17
55481,Lapa,3,949,4.98,87.3
55482,Ipanema,1,821,3.65,22.18
55483,Barra da Tijuca,4,129,4.32,48.36
55484,Flamengo,2,1556,2.63,58.36
55485,Flamengo,4,1120,4.06,64.6
55486,Lapa,4,1780,2.69,96.65
55487,Lapa,5,566,3.86,62.24
55488,Flamengo,2,1201,2.7,97.6
55489,Ipanema,1,1596,3.44,82.17
55490,Ipanema,5,883,3.89,73.42
55491,Copacabana,1,1532,4.1,79.76
55492,Copacabana,1,889,4.09,94.49
55493,Botafogo,3,1113,2.87,92.74
55494,Barra da Tijuca,3,1795,4.49,68.85
55495,Botafogo,2,1775,2.83,72.76
55496,Botafogo,2,1022,4.14,29.67
55497,Copacabana,4,142,3.53,35.45
55498,Lapa,2,1010,3.81,57.17
55499,Flamengo,2,1794,3.47,86.02
55500,Leblon,3,1910,2.97,71.94
55501,Leblon,5,1472,4.59,49.77
55502,Barra da Tijuca,3,216,4.33,78.49
55503,Flamengo,2,994,4.01,44.5
55504,Ipanema,4,349,4.94,47.68
55505,Copacabana,4,1089,3.15,96.21
55506,Ipanema,4,829,3.07,54.57
55507,Leblon,3,956,3.82,54.51
55508,Ipanema,4,770,4.78,68.28
55509,Copacabana,2,1482,4.68,30.91
55510,Copacabana,3,101,3.3,43.48
55511,Copacabana,2,1922,3.99,27.97
55512,Leblon,5,1713,4.4,71.81
55513,Copacabana,2,499,4.29,62.18
55514,Botafogo,5,863,3.18,92.59
55515,Botafogo,5,1609,3.38,65.69
55516,Barra da Tijuca,1,1888,3.18,65.25
55517,Flamengo,1,618,2.9,97.73
55518,Barra da Tijuca,2,595,2.68,79.4
55519,Copacabana,5,1695,4.69,58.62
55520,Botafogo,3,380,4.49,66.38
55521,Copacabana,3,249,3.53,26.13
55522,Leblon,4,495,4.47,73.93
55523,Botafogo,4,1578,3.42,89.65
55524,Leblon,3,1768,2.59,34.4
55525,Botafogo,1,1148,3.08,89.51
55526,Lapa,5,902,4.48,48.48
55527,Lapa,2,1295,4.43,32.67
55528,Flamengo,3,1461,2.85,31.9
55529,Flamengo,3,1617,3.96,40.12
55530,Flamengo,1,472,3.33,80.5
55531,Barra da Tijuca,4,1206,3.26,23.19
55532,Leblon,5,451,4.72,43.05
55533,Botafogo,2,455,3.31,68.28
55534,Lapa,1,1456,4.12,87.9
55535,Copacabana,4,1441,2.73,45.5
55536,Ipanema,2,489,3.8,59.15
55537,Lapa,2,1557,4.88,83.79
55538,Barra da Tijuca,1,863,4.72,65.75
55539,Lapa,2,1932,4.38,27.1
55540,Copacabana,4,1577,3.37,21.0
55541,Lapa,3,1131,4.31,73.68
55542,Lapa,4,468,4.97,26.08
55543,Lapa,1,1024,4.92,89.76
55544,Flamengo,2,194,3.65,91.01
55545,Flamengo,3,1829,3.27,39.65
55546,Botafogo,5,428,2.71,34.05
55547,Flamengo,4,1621,4.21,68.46
55548,Lapa,5,1135,3.41,92.2
55549,Ipanema,1,1158,4.39,85.97
55550,Barra da Tijuca,1,1995,4.96,57.28
55551,Flamengo,5,600,4.45,49.24
55552,Botafogo,3,880,4.46,65.03
55553,Barra da Tijuca,2,1434,4.81,44.9
55554,Botafogo,5,987,4.5,21.9
55555,Leblon,3,1162,4.28,91.46
55556,Lapa,2,1913,3.64,68.53
55557,Barra da Tijuca,5,656,3.89,43.99
55558,Ipanema,5,1601,3.1,91.32
55559,Ipanema,1,714,2.58,62.12
55560,Leblon,1,1878,2.74,34.55
55561,Ipanema,4,1150,3.73,30.84
55562,Barra da Tijuca,2,1594,2.52,97.9
55563,Botafogo,2,1356,3.09,48.92
55564,Copacabana,2,687,3.68,58.39
55565,Botafogo,3,1862,4.23,94.08
55566,Flamengo,5,1825,3.52,25.67
55567,Copacabana,4,470,4.03,41.27
55568,Ipanema,2,723,2.78,21.06
55569,Lapa,4,1697,3.39,89.43
55570,Barra da Tijuca,3,123,2.71,34.49
55571,Copacabana,1,270,3.03,31.59
55572,Botafogo,4,1208,3.66,64.7
55573,Botafogo,5,186,4.07,36.78
55574,Flamengo,3,1700,3.93,38.6
55575,Botafogo,3,1598,3.13,23.16
55576,Barra da Tijuca,4,499,4.25,45.85
